  Line,  Analysis,             Time Code,           Port,  Inj Nr,  d(18_16)Mean,    d(D_H)Mean,      H2O_Mean,  Ignore, Good,                            Identifier 1,                            Identifier 2,   Gas Configuration,     days_Mean,   d(18_16)_SD,     d(D_H)_SD,        H2O_SD,   d(18_16)_Sl,     d(D_H)_Sl,        H2O_Sl,  ORGANIC_BASE,ORGANIC_MEOH_AMPL, ORGANIC_SLOPE,ORGANIC_CH4CONC,ORGANIC_C2H6CONC,ORGANIC_CM_SHIFT, ORGANIC_STDEV,     ORGANIC_Y,    ORGANIC_77,    ORGANIC_82,ORGANIC_SPLINEMAX,ORGANIC_SQUISH,     GALPEAK77,     GALPEAK82,   H2O_Y_EFF_A, STANDARD_BASE,  GALPEAK77_SD,  GALPEAK82_SD,STANDARD_BASE_Sl,STANDARD_STDEV,     SPLINEMAX,SPLINEMAX_STDEV,      Tray,  Sample,     Job,    Method
   146,    P-1350,   2010/06/05 15:36:51,           1-19,       2,       -24.508,      -556.468,         13115,      -1,    0,                                     P5B,                              2-propanol,                 H2O,     155.65770,         0.704,         4.683,            66,         0.003,         0.148,          6.87,    2429.96139,       0.00034,    -114.63432,      -0.00063,       0.00000,       0.00000,       3.06223,       1.01692,     -10.80226,     -22.66385,    1828.77717,       0.27072,     -15.45268,     -48.07721,       1.04809,    2456.60652,       2.41848,       0.50144,       0.08613,      18.64364,    1841.36901,       9.20348,  MT1-Rear,      19,      29,  5ulnoRns
   147,    P-1350,   2010/06/05 15:46:13,           1-19,       3,       -24.587,      -557.214,         13079,      -1,    0,                                     P5B,                              2-propanol,                 H2O,     155.66418,         0.549,         5.263,            60,         0.007,         0.278,          6.99,    2426.99320,       0.00034,    -114.81655,      -0.00058,       0.00000,       0.00000,       3.18961,       1.01683,     -11.09101,     -22.53443,    1823.65750,       0.26297,     -15.68940,     -48.02552,       1.04853,    2453.76735,       1.88369,       0.52515,       0.09138,      18.65276,    1836.22824,       8.46036,  MT1-Rear,      19,      29,  5ulnoRns
   148,    P-1350,   2010/06/05 15:55:36,           1-19,       4,       -24.681,      -556.346,         13087,      -1,    0,                                     P5B,                              2-propanol,                 H2O,     155.67073,         0.660,         5.291,            64,         0.010,         0.186,          6.98,    2427.14167,       0.00033,    -114.76236,      -0.00062,       0.00000,       0.00000,       3.20287,       1.01686,     -11.26272,     -22.60002,    1824.73182,       0.26618,     -16.02083,     -47.96107,       1.05043,    2453.70413,       2.25885,       0.55810,       0.09972,      18.60371,    1837.42510,       9.05038,  MT1-Rear,      19,      29,  5ulnoRns
   149,    P-1350,   2010/06/05 16:04:57,           1-19,       5,       -24.648,      -555.226,         13086,      -1,    0,                                     P5B,                              2-propanol,                 H2O,     155.67721,         0.828,         6.237,            66,        -0.007,         0.129,          7.64,    2427.85820,       0.00047,    -113.48204,      -0.00063,       0.00000,       0.00001,       2.95809,       1.01682,     -10.75417,     -22.52235,    1824.53899,       0.26595,     -15.90737,     -47.83313,       1.04437,    2454.78589,       2.85395,       0.71515,       0.12481,      18.48080,    1837.23844,       9.33502,  MT1-Rear,      19,      29,  5ulnoRns
   150,    P-1350,   2010/06/05 16:14:19,           1-19,       6,       -24.621,      -555.711,         13051,      -1,    0,                                     P5B,                              2-propanol,                 H2O,     155.68372,         0.768,         5.496,            71,         0.003,         0.062,          7.93,    2423.09487,       0.00051,    -114.09735,      -0.00054,       0.00000,       0.00002,       3.11927,       1.01676,     -10.34737,     -22.29981,    1819.49509,       0.26320,     -15.78086,     -47.75948,       1.04833,    2450.35074,       2.62157,       0.63369,       0.12169,      18.43714,    1832.34538,       9.94089,  MT1-Rear,      19,      29,  5ulnoRns
   151,    P-1350,   2010/06/05 16:23:41,           1-19,       7,       -24.484,      -556.501,         13059,      -1,    0,                                     P5B,                              2-propanol,                 H2O,     155.69022,         0.600,         5.354,            70,        -0.016,         0.010,          7.66,    2426.09304,       0.00040,    -113.74588,      -0.00059,       0.00000,       0.00000,       3.05603,       1.01677,     -10.44734,     -22.56014,    1820.85248,       0.26019,     -15.32185,     -47.87560,       1.04617,    2452.85486,       2.07974,       0.64752,       0.09354,      18.50950,    1833.44826,       9.85497,  MT1-Rear,      19,      29,  5ulnoRns
   152,    P-1350,   2010/06/05 16:33:03,           1-19,       8,       -24.544,      -555.938,         13022,      -1,    0,                                     P5B,                              2-propanol,                 H2O,     155.69673,         0.608,         4.639,            67,        -0.019,        -0.089,          7.16,    2421.31727,       0.00025,    -113.11275,      -0.00070,       0.00000,       0.00001,       3.15156,       1.01670,     -11.23023,     -22.74625,    1815.80903,       0.26258,     -15.49393,     -47.67719,       1.04844,    2447.15490,       2.09396,       0.60880,       0.12499,      18.46229,    1828.17991,       9.47152,  MT1-Rear,      19,      29,  5ulnoRns
   153,    P-1351,   2010/06/05 16:42:25,           1-20,       1,       -24.839,      -378.284,         19350,      -1,    1,                                  Pic 00,                               from frig,                 H2O,     155.70323,         0.485,         1.482,           106,        -0.001,        -0.021,          9.03,    1035.62043,       0.00033,     -31.85269,      -0.00076,       0.00000,       0.00001,       4.62400,       1.03233,     -15.64379,     -34.25760,    2711.14659,       0.26729,     -22.04775,     -41.69737,       1.06598,    1042.37411,       2.46614,       0.36523,       0.25499,       4.57066,    2716.69030,      14.93991,  MT1-Rear,      20,      29,  5ulnoRns
   154,    P-1351,   2010/06/05 16:51:47,           1-20,       2,       -22.817,      -387.879,         25056,      -1,    0,                                  Pic 00,                               from frig,                 H2O,     155.70973,         9.680,        49.994,           214,         0.598,        -2.946,          9.31,    1005.69473,       0.00021,     -42.04826,      -0.00103,       0.00000,       0.00000,       5.70698,       1.04628,      -5.62014,     -45.92323,    3511.27772,       0.27057,     -12.78256,     -55.80702,       1.07863,    1013.81310,      61.82570,       9.91216,       0.50734,       6.30501,    3517.82990,      30.02282,  MT1-Rear,      20,      29,  5ulnoRns
   155,    P-1351,   2010/06/05 17:01:08,           1-20,       3,       -24.976,      -375.471,         20686,      -1,    1,                                  Pic 00,                               from frig,                 H2O,     155.71625,         0.528,         1.508,           118,         0.003,         0.001,         12.86,     996.92122,       0.00033,     -29.93529,      -0.00072,       0.00000,       0.00001,       4.25076,       1.03556,     -17.38562,     -36.76260,    2899.01202,       0.26491,     -23.75325,     -44.05519,       1.06462,    1003.36412,       2.85730,       0.36608,       0.32186,       4.44218,    2904.19147,      16.59662,  MT1-Rear,      20,      29,  5ulnoRns
   156,    P-1351,   2010/06/05 17:10:30,           1-20,       4,       -24.762,      -380.286,         21341,       0,    1,                                  Pic 00,                               from frig,                 H2O,     155.72277,         1.468,        22.646,           333,         0.034,        -0.712,         21.41,     997.94140,       0.00030,     -35.71919,      -0.00090,       0.00000,       0.00000,       5.31668,       1.03721,     -16.07203,     -38.07095,    2990.10549,       0.26804,     -22.91605,     -46.36095,       1.07138,    1005.16442,       8.60181,       5.07055,       0.62059,       5.17941,    2996.14927,      46.70465,  MT1-Rear,      20,      29,  5ulnoRns
   157,    P-1351,   2010/06/05 17:19:52,           1-20,       5,       -24.856,      -376.702,         20588,       0,    1,                                  Pic 00,                               from frig,                 H2O,     155.72926,         0.417,         3.984,           111,        -0.009,        -0.114,          9.83,     994.24821,       0.00050,     -30.21762,      -0.00079,       0.00000,       0.00000,       4.58541,       1.03534,     -15.79655,     -36.67120,    2884.88324,       0.26737,     -23.03905,     -44.06455,       1.06606,    1001.28712,       2.27568,       0.79109,       0.26311,       4.39876,    2890.50689,      15.57704,  MT1-Rear,      20,      29,  5ulnoRns
   158,    P-1351,   2010/06/05 17:29:15,           1-20,       6,       -25.085,      -376.289,         21143,       0,    1,                                  Pic 00,                               from frig,                 H2O,     155.73574,         0.411,         1.542,           116,        -0.004,        -0.012,         11.27,     993.95005,       0.00033,     -32.19060,      -0.00078,       0.00000,       0.00000,       4.97118,       1.03671,     -17.85632,     -37.44205,    2962.87471,       0.26553,     -24.68863,     -45.16638,       1.06863,    1000.77063,       2.28897,       0.39416,       0.26075,       4.60013,    2968.47745,      16.30452,  MT1-Rear,      20,      29,  5ulnoRns
   159,    P-1351,   2010/06/05 17:38:37,           1-20,       7,       -24.939,      -375.960,         20437,       0,    1,                                  Pic 00,                               from frig,                 H2O,     155.74221,         0.555,         1.665,           111,        -0.004,        -0.032,         12.54,     993.17579,       0.00032,     -30.06802,      -0.00077,       0.00000,       0.00000,       4.37143,       1.03497,     -17.01653,     -36.41241,    2863.95572,       0.25994,     -23.37130,     -43.61461,       1.06601,     999.50046,       2.97226,       0.40805,       0.28262,       4.37936,    2869.22618,      15.58831,  MT1-Rear,      20,      29,  5ulnoRns
   160,    P-1351,   2010/06/05 17:48:00,           1-20,       8,       -24.829,      -375.983,         20664,       0,    1,                                  Pic 00,                               from frig,                 H2O,     155.74878,         0.416,         1.305,           104,        -0.004,        -0.037,          9.07,     992.86245,       0.00039,     -31.26054,      -0.00077,       0.00000,       0.00001,       4.89009,       1.03555,     -16.04188,     -36.68609,    2895.55344,       0.26398,     -22.94089,     -44.09970,       1.06889,     999.57286,       2.26936,       0.36949,       0.22441,       4.45755,    2901.19174,      14.61853,  MT1-Rear,      20,      29,  5ulnoRns
   161,    P-1352,   2010/06/05 17:57:22,           1-21,       1,       -29.313,      -411.375,         20919,      -1,    1,                                      CG,                               from frig,                 H2O,     155.75531,         0.388,         3.547,            99,        -0.001,        -0.064,          8.80,     993.10474,       0.00057,     -32.61244,      -0.00076,       0.00000,       0.00002,       5.13458,       1.03616,     -39.76624,     -42.92857,    2930.76705,       0.26244,     -47.70911,     -50.88764,       1.06889,    1000.89290,       2.14770,       0.70857,       0.24945,       4.57222,    2936.89173,      13.83218,  MT1-Rear,      21,      29,  5ulnoRns
   162,    P-1352,   2010/06/05 18:06:45,           1-21,       2,       -29.385,      -416.900,         20987,      -1,    1,                                      CG,                               from frig,                 H2O,     155.76180,         0.358,         2.368,           110,        -0.007,        -0.003,         11.23,     993.26200,       0.00066,     -32.23775,      -0.00070,       0.00000,      -0.00001,       4.70916,       1.03628,     -40.24248,     -43.90407,    2940.50262,       0.26882,     -48.23722,     -52.03139,       1.06489,    1001.52746,       2.01887,       0.51541,       0.29733,       4.62791,    2946.50104,      15.39573,  MT1-Rear,      21,      29,  5ulnoRns
   163,    P-1352,   2010/06/05 18:16:08,           1-21,       3,       -29.501,      -413.603,         21007,      -1,    1,                                      CG,                               from frig,                 H2O,     155.76832,         0.790,        33.505,           107,        -0.023,         0.978,         10.61,     997.64191,       0.00056,     -31.31801,      -0.00078,       0.00000,       0.00002,       4.64806,       1.03636,     -41.32166,     -43.69968,    2943.57012,       0.26796,     -48.91990,     -51.48808,       1.06677,    1005.19910,       4.44325,       5.92098,       0.41095,       4.80463,    2949.38153,      15.01597,  MT1-Rear,      21,      29,  5ulnoRns
   164,    P-1352,   2010/06/05 18:25:30,           1-21,       4,       -29.439,      -418.831,         20805,       0,    1,                                      CG,                               from frig,                 H2O,     155.77483,         0.589,         3.957,           111,         0.016,        -0.077,         12.83,     997.79141,       0.00050,     -30.48832,      -0.00073,       0.00000,      -0.00001,       4.21684,       1.03583,     -41.16701,     -44.20573,    2915.59760,       0.27529,     -48.18284,     -51.92440,       1.06249,    1005.18221,       3.16508,       0.80027,       0.40166,       4.57238,    2920.97986,      15.52705,  MT1-Rear,      21,      29,  5ulnoRns
   165,    P-1352,   2010/06/05 18:34:52,           1-21,       5,       -29.333,      -420.311,         20913,       0,    1,                                      CG,                               from frig,                 H2O,     155.78131,         0.479,         1.434,           109,        -0.005,         0.007,          9.26,     999.68190,       0.00037,     -31.71810,      -0.00078,       0.00000,       0.00001,       4.63041,       1.03612,     -41.18392,     -44.71496,    2930.66742,       0.27028,     -47.80942,     -52.45142,       1.06590,    1006.64893,       2.66631,       0.36843,       0.30792,       4.65513,    2936.10438,      15.29015,  MT1-Rear,      21,      29,  5ulnoRns
   166,    P-1352,   2010/06/05 18:44:14,           1-21,       6,       -29.388,      -420.393,         20513,       0,    1,                                      CG,                               from frig,                 H2O,     155.78782,         0.558,         2.749,            99,         0.001,        -0.038,          9.09,     997.13545,       0.00034,     -31.33187,      -0.00075,       0.00000,      -0.00001,       4.68852,       1.03516,     -40.63159,     -43.88937,    2874.45277,       0.27467,     -47.35826,     -51.47045,       1.06659,    1003.93312,       3.01470,       0.57396,       0.28043,       4.53088,    2879.89273,      13.89882,  MT1-Rear,      21,      29,  5ulnoRns
   167,    P-1352,   2010/06/05 18:53:37,           1-21,       7,       -29.549,      -420.580,         20508,       0,    1,                                      CG,                               from frig,                 H2O,     155.79433,         0.439,         1.223,           113,        -0.004,        -0.027,         11.93,     997.29960,       0.00039,     -30.83311,      -0.00074,       0.00000,       0.00001,       4.59175,       1.03513,     -41.66592,     -43.95643,    2873.86742,       0.26738,     -48.21601,     -51.49050,       1.06498,    1004.19519,       2.39191,       0.39039,       0.35550,       4.53720,    2879.20394,      15.81207,  MT1-Rear,      21,      29,  5ulnoRns
   168,    P-1352,   2010/06/05 19:02:59,           1-21,       8,       -29.341,      -420.482,         20334,       0,    1,                                      CG,                               from frig,                 H2O,     155.80085,         0.415,         1.461,           109,        -0.001,        -0.010,         10.04,     996.33456,       0.00036,     -31.32478,      -0.00076,       0.00000,       0.00001,       4.60039,       1.03472,     -40.20050,     -43.48844,    2849.34693,       0.27278,     -46.76485,     -51.04030,       1.06644,    1003.18113,       2.22605,       0.38850,       0.29265,       4.51092,    2854.77559,      15.34332,  MT1-Rear,      21,      29,  5ulnoRns
   169,    P-1353,   2010/06/05 19:12:22,           1-22,       1,       -24.856,      -386.250,         20535,      -1,    1,                                     AHB,                  breakroom water bottle,                 H2O,     155.80738,         0.465,         3.206,           101,        -0.009,        -0.044,          9.72,     997.06806,       0.00016,     -30.60462,      -0.00078,       0.00000,       0.00000,       4.48994,       1.03523,     -17.39540,     -38.41759,    2878.10383,       0.27272,     -23.00033,     -45.60744,       1.06712,    1002.90135,       2.51966,       0.63320,       0.27569,       4.51730,    2883.08549,      14.12343,  MT1-Rear,      22,      29,  5ulnoRns
   170,    P-1353,   2010/06/05 19:21:46,           1-22,       2,       -24.740,      -380.715,         20651,      -1,    1,                                     AHB,                  breakroom water bottle,                 H2O,     155.81390,         0.462,         1.482,           102,         0.004,        -0.001,          9.85,     995.08636,       0.00001,     -30.65624,      -0.00085,       0.00000,      -0.00001,       4.88092,       1.03554,     -17.37284,     -37.94006,    2894.52885,       0.26689,     -22.45197,     -44.89717,       1.06995,    1000.18101,       2.49222,       0.33982,       0.23609,       4.53431,    2899.38397,      14.32857,  MT1-Rear,      22,      29,  5ulnoRns
   171,    P-1353,   2010/06/05 19:31:09,           1-22,       3,       -24.833,      -379.034,         20667,      -1,    1,                                     AHB,                  breakroom water bottle,                 H2O,     155.82043,         0.352,         1.389,            92,        -0.010,        -0.021,         10.38,     994.49734,       0.00018,     -30.85127,      -0.00083,       0.00000,       0.00000,       4.65285,       1.03556,     -16.97485,     -37.41004,    2896.35199,       0.26851,     -22.96679,     -44.63722,       1.06846,    1000.38187,       1.92195,       0.34093,       0.28055,       4.46744,    2901.54204,      12.96888,  MT1-Rear,      22,      29,  5ulnoRns
   172,    P-1353,   2010/06/05 19:40:32,           1-22,       4,       -24.907,      -378.295,         20778,       0,    1,                                     AHB,                  breakroom water bottle,                 H2O,     155.82695,         0.548,         4.300,           111,        -0.007,        -0.067,         12.49,     997.55830,       0.00020,     -30.80933,      -0.00089,       0.00000,       0.00000,       4.68996,       1.03584,     -17.40982,     -37.57255,    2911.97223,       0.27326,     -23.44850,     -44.74653,       1.06938,    1003.41185,       2.99204,       0.82233,       0.38876,       4.53305,    2917.21242,      15.64336,  MT1-Rear,      22,      29,  5ulnoRns
   173,    P-1353,   2010/06/05 19:49:55,           1-22,       5,       -24.593,      -378.421,         20152,       0,    1,                                     AHB,                  breakroom water bottle,                 H2O,     155.83342,         0.386,         1.262,            98,         0.005,        -0.028,          9.02,     995.33737,       0.00019,     -30.07445,      -0.00086,       0.00000,      -0.00001,       4.78550,       1.03431,     -15.58471,     -36.44508,    2824.22579,       0.27057,     -21.33034,     -43.43244,       1.06780,    1001.06498,       2.02895,       0.33765,       0.23893,       4.41603,    2829.30218,      13.78812,  MT1-Rear,      22,      29,  5ulnoRns
   174,    P-1353,   2010/06/05 19:59:17,           1-22,       6,       -24.973,      -378.683,         21206,       0,    1,                                     AHB,                  breakroom water bottle,                 H2O,     155.84002,         0.586,         1.917,            96,        -0.006,        -0.027,         10.40,     999.87783,       0.00022,     -32.27009,      -0.00093,       0.00000,       0.00001,       5.08329,       1.03690,     -17.73832,     -38.33147,    2971.69827,       0.27222,     -24.11291,     -45.72733,       1.07281,    1005.93675,       3.26082,       0.42733,       0.36533,       4.64188,    2977.26273,      13.48504,  MT1-Rear,      22,      29,  5ulnoRns
   175,    P-1353,   2010/06/05 20:08:40,           1-22,       7,       -24.792,      -378.607,         20745,       0,    1,                                     AHB,                  breakroom water bottle,                 H2O,     155.84648,         0.389,         1.000,           107,        -0.001,        -0.004,         11.24,    1000.33099,       0.00016,     -32.18948,      -0.00089,       0.00000,       0.00000,       4.93049,       1.03578,     -16.65496,     -37.36357,    2907.11367,       0.27523,     -22.79544,     -44.73001,       1.07170,    1006.27037,       2.12186,       0.29872,       0.37720,       4.56550,    2912.55247,      14.97976,  MT1-Rear,      22,      29,  5ulnoRns
   176,    P-1353,   2010/06/05 20:18:03,           1-22,       8,       -24.668,      -378.071,         20195,       0,    1,                                     AHB,                  breakroom water bottle,                 H2O,     155.85299,         0.476,         1.361,            96,         0.005,         0.004,          9.07,     997.10694,       0.00003,     -29.66486,      -0.00084,       0.00000,       0.00002,       4.67328,       1.03440,     -16.78392,     -36.57752,    2830.59583,       0.27057,     -21.75842,     -43.46323,       1.06618,    1002.26854,       2.50700,       0.31018,       0.26335,       4.44507,    2835.27680,      13.47483,  MT1-Rear,      22,      29,  5ulnoRns
   177,    P-1354,   2010/06/05 20:27:26,           1-23,       1,       -24.651,      -377.880,         20218,      -1,    1,                                      L1,                                limonene,                 H2O,     155.85950,         0.477,         1.467,            96,        -0.009,        -0.027,          9.03,     995.88287,       0.00003,     -30.05649,      -0.00084,       0.00000,       0.00000,       4.96885,       1.03448,     -16.69481,     -36.61727,    2833.80893,       0.26470,     -21.68812,     -43.48106,       1.06839,    1000.99507,       2.54668,       0.36598,       0.23532,       4.48187,    2838.57474,      13.51110,  MT1-Rear,      23,      29,  5ulnoRns
   178,    P-1354,   2010/06/05 20:36:48,           1-23,       2,       -24.759,      -378.048,         20987,      -1,    1,                                      L1,                                limonene,                 H2O,     155.86602,         0.527,         1.434,           100,        -0.000,        -0.005,          9.36,     998.87295,      -0.00012,     -31.64438,      -0.00095,       0.00000,       0.00000,       5.28915,       1.03640,     -17.96557,     -38.22408,    2941.56990,       0.27374,     -22.78120,     -45.14646,       1.07437,    1003.47988,       2.90449,       0.34785,       0.26740,       4.61562,    2946.46079,      14.01169,  MT1-Rear,      23,      29,  5ulnoRns
   179,    P-1354,   2010/06/05 20:46:12,           1-23,       3,       -24.619,      -377.969,         20369,      -1,    1,                                      L1,                                limonene,                 H2O,     155.87255,         0.451,         1.551,            91,         0.007,        -0.011,          8.61,     999.06852,       0.00006,     -30.29445,      -0.00085,       0.00000,       0.00000,       4.77446,       1.03484,     -16.35691,     -36.88452,    2854.81110,       0.26734,     -21.61153,     -43.81697,       1.06874,    1004.33983,       2.39829,       0.35198,       0.28805,       4.49459,    2859.71717,      12.83691,  MT1-Rear,      23,      29,  5ulnoRns
   180,    P-1354,   2010/06/05 20:55:36,           1-23,       4,       -24.788,      -378.365,         20735,       0,    1,                                      L1,                                limonene,                 H2O,     155.87907,         0.520,         1.364,           100,         0.002,        -0.017,         10.90,    1002.57433,       0.00008,     -31.19295,      -0.00091,       0.00000,       0.00000,       4.95117,       1.03575,     -17.21164,     -37.57453,    2905.98222,       0.26978,     -22.76763,     -44.66576,       1.07131,    1007.99202,       2.83220,       0.34215,       0.40637,       4.55079,    2911.10859,      14.03930,  MT1-Rear,      23,      29,  5ulnoRns
   181,    P-1354,   2010/06/05 21:04:58,           1-23,       5,       -24.757,      -378.592,         20605,       0,    1,                                      L1,                                limonene,                 H2O,     155.88555,         0.471,         1.312,           112,        -0.010,         0.003,         11.53,    1003.27599,      -0.00004,     -31.52171,      -0.00092,       0.00000,       0.00000,       5.27607,       1.03546,     -17.38789,     -37.46227,    2887.83417,       0.27136,     -22.51556,     -44.42781,       1.07320,    1008.21979,       2.56267,       0.33580,       0.41153,       4.56443,    2892.85728,      15.72465,  MT1-Rear,      23,      29,  5ulnoRns
   182,    P-1354,   2010/06/05 21:14:21,           1-23,       6,       -24.732,      -377.943,         20555,       0,    1,                                      L1,                                limonene,                 H2O,     155.89207,         0.495,         1.508,            97,         0.012,        -0.009,          9.96,    1002.47376,       0.00009,     -31.32728,      -0.00092,       0.00000,       0.00000,       4.90375,       1.03532,     -16.68856,     -37.16910,    2880.58677,       0.26865,     -22.33919,     -44.20824,       1.07214,    1007.86053,       2.65649,       0.34710,       0.37267,       4.48415,    2885.81051,      13.63015,  MT1-Rear,      23,      29,  5ulnoRns
   183,    P-1354,   2010/06/05 21:23:45,           1-23,       7,       -24.695,      -378.298,         20266,       0,    1,                                      L1,                                limonene,                 H2O,     155.89867,         0.439,         4.953,            86,        -0.004,        -0.192,          8.63,    1000.69003,       0.00028,     -30.10485,      -0.00086,       0.00000,       0.00002,       4.69287,       1.03457,     -15.73724,     -36.56460,    2840.02725,       0.27255,     -21.94972,     -43.65524,       1.06721,    1006.75961,       2.34308,       0.93061,       0.31101,       4.48240,    2845.28068,      12.01123,  MT1-Rear,      23,      29,  5ulnoRns
   184,    P-1354,   2010/06/05 21:33:08,           1-23,       8,       -24.660,      -378.001,         20727,       0,    1,                                      L1,                                limonene,                 H2O,     155.90512,         0.581,         1.961,            95,        -0.010,         0.032,         11.39,    1001.02642,      -0.00006,     -31.38822,      -0.00089,       0.00000,       0.00000,       4.94108,       1.03575,     -17.06627,     -37.58166,    2905.06870,       0.27719,     -22.06704,     -44.58426,       1.07207,    1005.93447,       3.16629,       0.38568,       0.38284,       4.55995,    2909.95752,      13.29824,  MT1-Rear,      23,      29,  5ulnoRns
   185,    P-1355,   2010/06/05 21:42:31,           1-24,       1,       -25.018,      -371.317,         20646,      -1,    1,                                      L2,                                limonene,                 H2O,     155.91165,         1.758,        38.161,           112,        -0.042,         1.056,         10.55,    1003.14799,       0.00009,     -29.58879,      -0.00087,       0.00000,       0.00000,       5.03521,       1.03553,     -18.39218,     -36.43529,    2893.69291,       0.27317,     -23.97178,     -43.23075,       1.07071,    1008.30178,       9.67606,       6.64208,       0.40179,       4.52220,    2898.63470,      15.70186,  MT1-Rear,      24,      29,  5ulnoRns
   186,    P-1355,   2010/06/05 21:51:55,           1-24,       2,       -24.566,      -377.370,         20242,      -1,    1,                                      L2,                                limonene,                 H2O,     155.91816,         0.446,         1.313,            95,         0.000,         0.009,          8.47,     997.98803,       0.00009,     -29.57179,      -0.00082,       0.00000,       0.00001,       4.49176,       1.03452,     -16.06350,     -36.58101,    2837.10181,       0.27288,     -21.25046,     -43.44345,       1.06675,    1003.31465,       2.37212,       0.29274,       0.23461,       4.40697,    2841.86678,      13.28805,  MT1-Rear,      24,      29,  5ulnoRns
   187,    P-1355,   2010/06/05 22:01:19,           1-24,       3,       -24.675,      -375.660,         20657,      -1,    1,                                      L2,                                limonene,                 H2O,     155.92465,         0.475,        11.131,           101,         0.009,         0.302,         10.68,     997.51403,       0.00026,     -30.78505,      -0.00091,       0.00000,       0.00000,       5.15734,       1.03556,     -15.71231,     -36.89313,    2894.78421,       0.27115,     -22.09876,     -44.02679,       1.07092,    1003.50479,       2.56745,       1.92377,       0.35456,       4.56851,    2900.22732,      14.13176,  MT1-Rear,      24,      29,  5ulnoRns
   188,    P-1355,   2010/06/05 22:10:43,           1-24,       4,       -24.829,      -377.990,         20931,       0,    1,                                      L2,                                limonene,                 H2O,     155.93124,         0.567,         1.671,           107,        -0.013,        -0.005,         10.95,    1002.08129,      -0.00010,     -32.13607,      -0.00100,       0.00000,       0.00000,       5.51297,       1.03628,     -18.04968,     -38.09910,    2933.51318,       0.27109,     -23.12616,     -45.01758,       1.07661,    1006.70835,       3.12750,       0.39014,       0.37598,       4.60249,    2938.64086,      15.08565,  MT1-Rear,      24,      29,  5ulnoRns
   189,    P-1355,   2010/06/05 22:20:06,           1-24,       5,       -24.679,      -377.955,         20236,       0,    1,                                      L2,                                limonene,                 H2O,     155.93776,         0.490,         1.401,           100,        -0.011,        -0.001,          9.21,    1000.30807,      -0.00006,     -31.53710,      -0.00091,       0.00000,       0.00000,       5.50333,       1.03459,     -16.68071,     -36.74897,    2835.89952,       0.26744,     -21.84643,     -43.53081,       1.07591,    1005.02550,       2.62047,       0.32626,       0.29156,       4.41716,    2841.02860,      14.07947,  MT1-Rear,      24,      29,  5ulnoRns
   190,    P-1355,   2010/06/05 22:29:30,           1-24,       6,       -24.523,      -377.471,         20198,       0,    1,                                      L2,                                limonene,                 H2O,     155.94425,         0.424,         1.176,            89,         0.008,         0.004,          9.40,     997.76753,       0.00023,     -29.66165,      -0.00081,       0.00000,       0.00000,       4.32099,       1.03438,     -15.17506,     -36.26560,    2830.72468,       0.27074,     -20.98964,     -43.36733,       1.06423,    1003.76266,       2.23561,       0.27890,       0.28797,       4.42955,    2835.68990,      12.46714,  MT1-Rear,      24,      29,  5ulnoRns
   191,    P-1355,   2010/06/05 22:38:53,           1-24,       7,       -24.766,      -378.146,         20750,       0,    1,                                      L2,                                limonene,                 H2O,     155.95081,         0.483,         1.421,            99,        -0.005,        -0.024,          9.29,    1000.64069,       0.00009,     -31.16164,      -0.00087,       0.00000,       0.00000,       4.64989,       1.03576,     -17.11727,     -37.44258,    2908.21204,       0.27220,     -22.65934,     -44.65999,       1.06837,    1006.23543,       2.63269,       0.35157,       0.32555,       4.58952,    2913.25653,      13.84947,  MT1-Rear,      24,      29,  5ulnoRns
   192,    P-1355,   2010/06/05 22:48:17,           1-24,       8,       -24.729,      -378.491,         20396,       0,    1,                                      L2,                                limonene,                 H2O,     155.95733,         0.408,         3.892,           104,         0.001,        -0.084,         10.35,    1000.23081,       0.00018,     -29.70097,      -0.00086,       0.00000,       0.00000,       4.35661,       1.03489,     -16.47014,     -36.98950,    2858.54615,       0.27130,     -22.22028,     -43.96533,       1.06688,    1005.88674,       2.18636,       0.74821,       0.37620,       4.46209,    2863.54080,      14.62423,  MT1-Rear,      24,      29,  5ulnoRns
   193,    P-1356,   2010/06/05 22:57:41,           1-25,       1,       -24.727,      -372.513,         20621,      -1,    1,                                      L3,                                limonene,                 H2O,     155.96383,         0.598,        32.132,           102,         0.008,         0.889,          9.87,    1001.92117,       0.00032,     -30.53333,      -0.00095,       0.00000,       0.00000,       4.91649,       1.03546,     -15.64172,     -36.26828,    2889.54072,       0.27386,     -22.35998,     -43.39847,       1.07090,    1008.04614,       3.22605,       5.58894,       0.40560,       4.60859,    2895.07291,      14.36931,  MT1-Rear,      25,      29,  5ulnoRns
   194,    P-1356,   2010/06/05 23:07:05,           1-25,       2,       -24.694,      -378.035,         20218,      -1,    1,                                      L3,                                limonene,                 H2O,     155.97035,         0.440,         1.658,            95,         0.004,        -0.051,          9.43,    1000.73837,       0.00014,     -31.08692,      -0.00088,       0.00000,       0.00000,       4.95439,       1.03450,     -16.11343,     -36.45812,    2833.25559,       0.26167,     -21.91096,     -43.50670,       1.07129,    1006.34422,       2.32638,       0.40798,       0.32033,       4.41876,    2838.51341,      13.39548,  MT1-Rear,      25,      29,  5ulnoRns
